,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
7788,2007700,PEMA013116700,10000,1850,18500000,2021-09-24,2021-09-27,PEMA-HR1000,2021-09
7789,2007700,PEMA013116700,10000,2205,22050000,2021-10-05,2021-10-08,PEMA-HR1000,2021-10
7790,2006600,PEMA013116700,10000,1481,14810000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7791,2007700,PEMA013116700,10000,1850,18500000,2021-11-24,2021-11-27,PEMA-HR1000,2021-11
7797,2006609,PEMA043019000,10000,1483,14830000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7798,2006609,PEMA043019000,10000,1483,14830000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7803,2006612,PEMA013089210,8000,1484,11872000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7804,2006612,PEMA013089210,8000,1484,11872000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7809,2006800,PEMA013117810,8000,1486,11888000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7810,2006800,PEMA013117810,8000,1486,11888000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7830,2007200,PEMA353048300,7000,1490,10430000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7831,2006500,PEMA353048300,7000,1906,13342000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
7832,2004800,PEMA353048300,7000,2173,15211000,2021-10-04,2021-10-07,PEMA-HR1000,2021-10
7833,2005700,PEMA353048300,7000,2466,17262000,2021-10-14,2021-10-17,PEMA-HR1000,2021-10
7834,2007600,PEMA353048300,7000,2716,19012000,2021-10-21,2021-10-24,PEMA-HR1000,2021-10
7835,2007200,PEMA353048300,7000,1490,10430000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7836,2006500,PEMA353048300,7000,1906,13342000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
7850,2007400,PEMA053061600,10000,1492,14920000,2021-09-11,2021-09-14,PEMA-HR1500,2021-09
7851,2002000,PEMA053061600,10000,2215,22150000,2021-10-05,2021-10-08,PEMA-HR1500,2021-10
7852,2007400,PEMA053061600,10000,1492,14920000,2021-11-11,2021-11-14,PEMA-HR1500,2021-11
7866,2007500,PEMA023126700,10000,1493,14930000,2021-09-11,2021-09-14,PEMA-HR1500,2021-09
7867,2005700,PEMA023126700,10000,2040,20400000,2021-09-30,2021-10-02,PEMA-HR1500,2021-09
7868,2006606,PEMA023126700,10000,2476,24760000,2021-10-14,2021-10-17,PEMA-HR1500,2021-10
7869,2007500,PEMA023126700,10000,1493,14930000,2021-11-11,2021-11-14,PEMA-HR1500,2021-11
7870,2005700,PEMA023126700,10000,2040,20400000,2021-11-30,2021-12-02,PEMA-HR1500,2021-11
7877,2001300,PEMA043072101,10000,1499,14990000,2021-09-11,2021-09-14,PEMA-SR5000F,2021-09
7878,2001300,PEMA043072101,10000,1499,14990000,2021-11-11,2021-11-14,PEMA-SR5000F,2021-11
7887,2001600,PEMA023089240,10000,1502,15020000,2021-09-11,2021-09-14,CSA5000,2021-09
7888,2006900,PEMA023089240,10000,1842,18420000,2021-09-24,2021-09-27,CSA5000,2021-09
7889,2001600,PEMA023089240,10000,1502,15020000,2021-11-11,2021-11-14,CSA5000,2021-11
7890,2006900,PEMA023089240,10000,1842,18420000,2021-11-24,2021-11-27,CSA5000,2021-11
7895,2001700,PEMA053072101,10000,1503,15030000,2021-09-12,2021-09-15,CSA5000,2021-09
7896,2001700,PEMA053072101,10000,1503,15030000,2021-11-12,2021-11-15,CSA5000,2021-11
7905,2002100,PEMA013106100,10000,1506,15060000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7906,2005800,PEMA013106100,10000,2112,21120000,2021-10-01,2021-10-04,PEMA-HR1000,2021-10
7907,2002100,PEMA013106100,10000,1506,15060000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7917,2002200,PEMA013031800,10000,1507,15070000,2021-09-11,2021-09-14,PEMA-HR1000,2021-09
7918,2006100,PEMA013031800,10000,1902,19020000,2021-09-25,2021-09-28,PEMA-HR1000,2021-09
7919,2002200,PEMA013031800,10000,1507,15070000,2021-11-11,2021-11-14,PEMA-HR1000,2021-11
7920,2006100,PEMA013031800,10000,1902,19020000,2021-11-25,2021-11-28,PEMA-HR1000,2021-11
7931,2002800,PEMA313001100,7000,1513,10591000,2021-09-12,2021-09-15,PEMA-HR1500,2021-09
7932,2004000,PEMA313001100,10000,2519,25190000,2021-10-15,2021-10-18,PEMA-HR1500,2021-10
7933,2004100,PEMA313001100,1540,2520,3880800,2021-10-15,2021-10-18,PEMA-HR1500,2021-10
7934,2002800,PEMA313001100,7000,1513,10591000,2021-11-12,2021-11-15,PEMA-HR1500,2021-11
7946,2002900,PEMA403022500,6000,1514,9084000,2021-09-12,2021-09-15,PEMA-HR1500,2021-09
7947,2004400,PEMA403022500,10000,2524,25240000,2021-10-15,2021-10-18,PEMA-HR1500,2021-10
7948,2002900,PEMA403022500,6000,1514,9084000,2021-11-12,2021-11-15,PEMA-HR1500,2021-11
7959,2003000,PEMA013048518,7000,1515,10605000,2021-09-12,2021-09-15,PEMA-HR1500,2021-09
7960,2002100,PEMA013048518,7000,2216,15512000,2021-10-05,2021-10-08,PEMA-HR1500,2021-10
7961,2003000,PEMA013048518,7000,1515,10605000,2021-11-12,2021-11-15,PEMA-HR1500,2021-11
7978,2003100,PEMA013104200,5000,1516,7580000,2021-09-12,2021-09-15,PEMA-HR1500,2021-09
7979,2001102,PEMA013104200,5000,1781,8905000,2021-09-22,2021-09-25,PEMA-HR1500,2021-09
7980,2002200,PEMA013104200,10000,2075,20750000,2021-09-30,2021-10-03,PEMA-HR1500,2021-09
7981,2004104,PEMA013104200,5000,2663,13315000,2021-10-20,2021-10-23,PEMA-HR1500,2021-10
7982,2003100,PEMA013104200,5000,1516,7580000,2021-11-12,2021-11-15,PEMA-HR1500,2021-11
7983,2001102,PEMA013104200,5000,1781,8905000,2021-11-22,2021-11-25,PEMA-HR1500,2021-11
7984,2002200,PEMA013104200,10000,2075,20750000,2021-11-30,2021-12-03,PEMA-HR1500,2021-11
7995,2003200,PEMA013133000,4000,1517,6068000,2021-09-12,2021-09-15,PEMA-PCR3000N,2021-09
7996,2003900,PEMA013133000,3000,1879,5637000,2021-09-24,2021-09-27,PEMA-PCR3000N,2021-09
7997,2003200,PEMA013133000,4000,1517,6068000,2021-11-12,2021-11-15,PEMA-PCR3000N,2021-11
7998,2003900,PEMA013133000,3000,1879,5637000,2021-11-24,2021-11-27,PEMA-PCR3000N,2021-11
8014,2003300,PEMA013123000,5000,1518,7590000,2021-09-12,2021-09-15,PEMA-SR2000,2021-09
8015,2003400,PEMA013123000,5000,1519,7595000,2021-09-12,2021-09-15,PEMA-SR2000,2021-09
8016,2006400,PEMA013123000,10000,2189,21890000,2021-10-04,2021-10-07,PEMA-SR2000,2021-10
8017,2007800,PEMA013123000,10000,2718,27180000,2021-10-21,2021-10-24,PEMA-SR2000,2021-10
8018,2003300,PEMA013123000,5000,1518,7590000,2021-11-12,2021-11-15,PEMA-SR2000,2021-11
8019,2003400,PEMA013123000,5000,1519,7595000,2021-11-12,2021-11-15,PEMA-SR2000,2021-11
8031,2003500,PEMA043027100,3000,1520,4560000,2021-09-12,2021-09-15,PEMA-SR2000,2021-09
8032,2002900,PEMA043027100,4000,2224,8896000,2021-10-05,2021-10-08,PEMA-SR2000,2021-10
8033,2003500,PEMA043027100,3000,1520,4560000,2021-11-12,2021-11-15,PEMA-SR2000,2021-11
8047,2003600,PEMA023027100,3000,1521,4563000,2021-09-12,2021-09-15,PEMA-SR3000F,2021-09
8048,2003700,PEMA023027100,4000,1522,6088000,2021-09-12,2021-09-15,PEMA-SR3000F,2021-09
8049,2003300,PEMA023027100,6000,2228,13368000,2021-10-05,2021-10-08,PEMA-SR3000F,2021-10
8050,2003600,PEMA023027100,3000,1521,4563000,2021-11-12,2021-11-15,PEMA-SR3000F,2021-11
8051,2003700,PEMA023027100,4000,1522,6088000,2021-11-12,2021-11-15,PEMA-SR3000F,2021-11
8072,2003900,PEMA033040000,20000,1524,30480000,2021-09-14,2021-09-17,PEMA-580FX,2021-09
8073,2005800,PEMA033040000,20000,1970,39400000,2021-09-29,2021-10-01,PEMA-580FX,2021-09
8074,2007200,PEMA033040000,20000,2271,45420000,2021-10-07,2021-10-10,PEMA-580FX,2021-10
8075,2003400,PEMA033040000,20000,2442,48840000,2021-10-14,2021-10-17,PEMA-580FX,2021-10
8076,2005400,PEMA033040000,20000,2676,53520000,2021-10-21,2021-10-24,PEMA-580FX,2021-10
8077,2003900,PEMA033040000,20000,1524,30480000,2021-11-14,2021-11-17,PEMA-580FX,2021-11
8078,2005800,PEMA033040000,20000,1970,39400000,2021-11-29,2021-12-01,PEMA-580FX,2021-11
8092,2004200,PEMA013012600,10000,1528,15280000,2021-09-14,2021-09-17,CSA5000,2021-09
8093,2004300,PEMA013012600,10000,2097,20970000,2021-10-01,2021-10-04,CSA5000,2021-10
8094,2004200,PEMA013012600,10000,1528,15280000,2021-11-14,2021-11-17,CSA5000,2021-11
8104,2004300,PEMA063048300,8000,1529,12232000,2021-09-14,2021-09-17,CSA5000,2021-09
8105,2003900,PEMA063048300,10000,2234,22340000,2021-10-06,2021-10-09,CSA5000,2021-10
8106,2004300,PEMA063048300,8000,1529,12232000,2021-11-14,2021-11-17,CSA5000,2021-11
8116,2004400,PEMA023002000,10000,1530,15300000,2021-09-14,2021-09-17,CSA5000,2021-09
8117,2004100,PEMA023002000,10000,2236,22360000,2021-10-06,2021-10-09,CSA5000,2021-10
8118,2004400,PEMA023002000,10000,1530,15300000,2021-11-14,2021-11-17,CSA5000,2021-11
8124,2004800,PEMA033008200,10000,1534,15340000,2021-09-14,2021-09-17,PEMA-HR1000,2021-09
8125,2004800,PEMA033008200,10000,1534,15340000,2021-11-14,2021-11-17,PEMA-HR1000,2021-11
8134,2005100,PEMA013080117,8000,1537,12296000,2021-09-14,2021-09-17,PEMA-HR1000,2021-09
8135,2001700,PEMA013080117,7000,2284,15988000,2021-10-07,2021-10-10,PEMA-HR1000,2021-10
8136,2005100,PEMA013080117,8000,1537,12296000,2021-11-14,2021-11-17,PEMA-HR1000,2021-11
8142,2006100,PEMA023132100,4000,1547,6188000,2021-09-14,2021-09-17,PEMA-SP1000,2021-09
8143,2006100,PEMA023132100,4000,1547,6188000,2021-11-14,2021-11-17,PEMA-SP1000,2021-11
8164,2006200,PEMA043062007,7000,1548,10836000,2021-09-14,2021-09-17,PEMA-SR2000,2021-09
8165,2005000,PEMA043062007,7000,1962,13734000,2021-09-28,2021-09-30,PEMA-SR2000,2021-09
8166,2003100,PEMA043062007,7000,2226,15582000,2021-10-05,2021-10-08,PEMA-SR2000,2021-10
8167,2006606,PEMA043062007,7000,2263,15841000,2021-10-06,2021-10-09,PEMA-SR2000,2021-10
8168,2003100,PEMA043062007,7000,2439,17073000,2021-10-13,2021-10-16,PEMA-SR2000,2021-10
8169,2006200,PEMA043062007,7000,1548,10836000,2021-11-14,2021-11-17,PEMA-SR2000,2021-11
8170,2005000,PEMA043062007,7000,1962,13734000,2021-11-28,2021-11-30,PEMA-SR2000,2021-11
8183,2006612,PEMA013109600,10000,1555,15550000,2021-09-15,2021-09-18,CSA4000,2021-09
8184,2003600,PEMA013109600,10000,2444,24440000,2021-10-14,2021-10-17,CSA4000,2021-10
8185,2006612,PEMA013109600,10000,1555,15550000,2021-11-15,2021-11-18,CSA4000,2021-11
8196,2006900,PEMA023006200,10000,1558,15580000,2021-09-15,2021-09-18,CSA5000,2021-09
8197,2001600,PEMA023006200,10000,2354,23540000,2021-10-11,2021-10-14,CSA5000,2021-10
8198,2006900,PEMA023006200,10000,1558,15580000,2021-11-15,2021-11-18,CSA5000,2021-11
8204,2007400,PEMA033067600,10000,1563,15630000,2021-09-15,2021-09-18,PEMA-HR1000,2021-09
8205,2007400,PEMA033067600,10000,1563,15630000,2021-11-15,2021-11-18,PEMA-HR1000,2021-11
8214,2007500,PEMA013078017,10000,1564,15640000,2021-09-15,2021-09-18,PEMA-HR1000,2021-09
8215,2002700,PEMA013078017,10000,2364,23640000,2021-10-11,2021-10-14,PEMA-HR1000,2021-10
8216,2007500,PEMA013078017,10000,1564,15640000,2021-11-15,2021-11-18,PEMA-HR1000,2021-11
8229,2001500,PEMA013901100,10000,1572,15720000,2021-09-15,2021-09-18,PEMA-HR1500,2021-09
8230,2005900,PEMA013901100,10000,2042,20420000,2021-09-30,2021-10-02,PEMA-HR1500,2021-09
8231,2003900,PEMA013901100,10000,2660,26600000,2021-10-20,2021-10-23,PEMA-HR1500,2021-10
8232,2001500,PEMA013901100,10000,1572,15720000,2021-11-15,2021-11-18,PEMA-HR1500,2021-11
8233,2005900,PEMA013901100,10000,2042,20420000,2021-11-30,2021-12-02,PEMA-HR1500,2021-11
8243,2001600,PEMA023125100,10000,1573,15730000,2021-09-15,2021-09-18,PEMA-HR1500,2021-09
8244,2004200,PEMA023125100,10000,2522,25220000,2021-10-15,2021-10-18,PEMA-HR1500,2021-10
8245,2001600,PEMA023125100,10000,1573,15730000,2021-11-15,2021-11-18,PEMA-HR1500,2021-11
8252,2002300,PEMA013091800,5000,1579,7895000,2021-09-15,2021-09-18,PEMA-PR1000,2021-09
8253,2002300,PEMA013091800,5000,1579,7895000,2021-11-15,2021-11-18,PEMA-PR1000,2021-11
8262,2003000,PEMA013129803,4000,1586,6344000,2021-09-15,2021-09-18,PEMA-PR2000,2021-09
8263,2002500,PEMA013129803,4000,2007,8028000,2021-09-29,2021-10-01,PEMA-PR2000,2021-09
8264,2003000,PEMA013129803,4000,1586,6344000,2021-11-15,2021-11-18,PEMA-PR2000,2021-11
8265,2002500,PEMA013129803,4000,2007,8028000,2021-11-29,2021-12-01,PEMA-PR2000,2021-11
8270,2003100,TSN4012056000,2800,1587,4443600,2021-09-15,2021-09-18,PEMA-SN400,2021-09
8271,2003100,TSN4012056000,2800,1587,4443600,2021-11-15,2021-11-18,PEMA-SN400,2021-11
8283,2003900,PEMA053054200,10000,1595,15950000,2021-09-16,2021-09-19,CSA5000,2021-09
8284,2007600,PEMA053054200,10000,2275,22750000,2021-10-07,2021-10-10,CSA5000,2021-10
8285,2005900,PEMA053054200,10000,2681,26810000,2021-10-21,2021-10-24,CSA5000,2021-10
8286,2003900,PEMA053054200,10000,1595,15950000,2021-11-16,2021-11-19,CSA5000,2021-11
8297,2004000,PEMA013024500,10000,1596,15960000,2021-09-16,2021-09-19,CSA5000,2021-09
8298,2006300,PEMA013024500,10000,2685,26850000,2021-10-21,2021-10-24,CSA5000,2021-10
8299,2004000,PEMA013024500,10000,1596,15960000,2021-11-16,2021-11-19,CSA5000,2021-11
8317,2004100,PEMA023035314,7000,1597,11179000,2021-09-16,2021-09-19,CSA5000,2021-09
8318,2004700,PEMA023035314,7000,1888,13216000,2021-09-25,2021-09-28,CSA5000,2021-09
8319,2003900,PEMA023035314,7000,2376,16632000,2021-10-12,2021-10-15,CSA5000,2021-10
8320,2002100,PEMA023035314,7000,2642,18494000,2021-10-20,2021-10-23,CSA5000,2021-10
8321,2004100,PEMA023035314,7000,1597,11179000,2021-11-16,2021-11-19,CSA5000,2021-11
8322,2004700,PEMA023035314,7000,1888,13216000,2021-11-25,2021-11-28,CSA5000,2021-11
8335,2004300,PEMA023001800,10000,1600,16000000,2021-09-16,2021-09-19,CSA5000,2021-09
8336,2004000,PEMA023001800,10000,2377,23770000,2021-10-12,2021-10-15,CSA5000,2021-10
8337,2004300,PEMA023001800,10000,1600,16000000,2021-11-16,2021-11-19,CSA5000,2021-11
8352,2004400,PEMA013130300,10000,1601,16010000,2021-09-16,2021-09-19,CSA5000,2021-09
8353,2007500,PEMA013130300,10000,2274,22740000,2021-10-06,2021-10-09,CSA5000,2021-10
8354,2003900,PEMA013130300,10000,2447,24470000,2021-10-13,2021-10-16,CSA5000,2021-10
8355,2004400,PEMA013130300,10000,1601,16010000,2021-11-16,2021-11-19,CSA5000,2021-11
8363,2004700,PEMA013120900,10000,1604,16040000,2021-09-16,2021-09-19,PEMA-HR1000,2021-09
8364,2004700,PEMA013120900,10000,1604,16040000,2021-11-16,2021-11-19,PEMA-HR1000,2021-11
8373,2005000,PEMA013901300,4000,1607,6428000,2021-09-16,2021-09-19,PEMA-HR1000,2021-09
8374,2007600,PEMA013901300,4000,2204,8816000,2021-10-05,2021-10-08,PEMA-HR1000,2021-10
8375,2005000,PEMA013901300,4000,1607,6428000,2021-11-16,2021-11-19,PEMA-HR1000,2021-11
8381,2005400,PEMA013081200,10000,1611,16110000,2021-09-16,2021-09-19,PEMA-HR1500,2021-09
8382,2005400,PEMA013081200,10000,1611,16110000,2021-11-16,2021-11-19,PEMA-HR1500,2021-11
8387,2005500,PEMA013091400,10000,1612,16120000,2021-09-16,2021-09-19,PEMA-HR1500,2021-09
8388,2005500,PEMA013091400,10000,1612,16120000,2021-11-16,2021-11-19,PEMA-HR1500,2021-11
8393,2005600,PEMA023129500,10000,1613,16130000,2021-09-16,2021-09-19,PEMA-HR1500,2021-09
8394,2005600,PEMA023129500,10000,1613,16130000,2021-11-16,2021-11-19,PEMA-HR1500,2021-11
8399,2005800,PEMA043061100,10000,1615,16150000,2021-09-16,2021-09-19,PEMA-HR1500,2021-09
8400,2005800,PEMA043061100,10000,1615,16150000,2021-11-16,2021-11-19,PEMA-HR1500,2021-11
8409,2005900,PEMA023000210,5000,1616,8080000,2021-09-16,2021-09-19,PEMA-HR1500,2021-09
8410,2002800,PEMA023000210,5000,2152,10760000,2021-10-02,2021-10-05,PEMA-HR1500,2021-10
8411,2005900,PEMA023000210,5000,1616,8080000,2021-11-16,2021-11-19,PEMA-HR1500,2021-11
8421,2006300,PEMA023080008,5000,1620,8100000,2021-09-16,2021-09-19,PEMA-PCM2000,2021-09
8422,2005500,PEMA023080008,5000,2180,10900000,2021-10-04,2021-10-07,PEMA-PCM2000,2021-10
8423,2006300,PEMA023080008,5000,1620,8100000,2021-11-16,2021-11-19,PEMA-PCM2000,2021-11
8433,2006609,PEMA013131000,1000,1625,1625000,2021-09-16,2021-09-19,PEMA-PR2000,2021-09
8434,2002700,PEMA013131000,1000,2222,2222000,2021-10-04,2021-10-07,PEMA-PR2000,2021-10
8435,2006609,PEMA013131000,1000,1625,1625000,2021-11-16,2021-11-19,PEMA-PR2000,2021-11
8441,2006612,PEMA033045300,10000,1626,16260000,2021-09-16,2021-09-19,PEMA-SR2000,2021-09
8442,2006612,PEMA033045300,10000,1626,16260000,2021-11-16,2021-11-19,PEMA-SR2000,2021-11
8447,2006800,PEMA033061000,3000,1628,4884000,2021-09-16,2021-09-19,PEMA-SR2000,2021-09
8448,2006800,PEMA033061000,3000,1628,4884000,2021-11-16,2021-11-19,PEMA-SR2000,2021-11
8453,2007700,PEMA013029200,10000,1637,16370000,2021-09-16,2021-09-19,CSA4000,2021-09
8454,2007700,PEMA013029200,10000,1637,16370000,2021-11-16,2021-11-19,CSA4000,2021-11
8459,2007800,PEMA043069400,10000,1638,16380000,2021-09-16,2021-09-19,CSA5000,2021-09
8460,2007800,PEMA043069400,10000,1638,16380000,2021-11-16,2021-11-19,CSA5000,2021-11
8469,2001102,PEMA013107700,8000,1639,13112000,2021-09-17,2021-09-20,CSA5000,2021-09
8470,2004000,PEMA013107700,8000,2235,17880000,2021-10-06,2021-10-09,CSA5000,2021-10
8471,2001102,PEMA013107700,8000,1639,13112000,2021-11-17,2021-11-20,CSA5000,2021-11
8488,2001700,PEMA013103400,10000,1645,16450000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8489,2005900,PEMA013103400,5000,2113,10565000,2021-10-01,2021-10-04,PEMA-HR1000,2021-10
8490,2005500,PEMA013103400,9000,2322,20898000,2021-10-08,2021-10-11,PEMA-HR1000,2021-10
8491,2002700,PEMA013103400,5000,2506,12530000,2021-10-15,2021-10-18,PEMA-HR1000,2021-10
8492,2001700,PEMA013103400,10000,1645,16450000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8501,2002000,PEMA013117700,5000,1647,8235000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8502,2002000,PEMA013117700,5000,1647,8235000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8515,2002400,PEMA013002700,10000,1651,16510000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8516,2004400,PEMA013002700,10000,2027,20270000,2021-09-30,2021-10-02,PEMA-HR1000,2021-09
8517,2005100,PEMA013002700,10000,2460,24600000,2021-10-14,2021-10-17,PEMA-HR1000,2021-10
8518,2002400,PEMA013002700,10000,1651,16510000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8519,2004400,PEMA013002700,10000,2027,20270000,2021-11-30,2021-12-02,PEMA-HR1000,2021-11
8526,2002500,PEMA013114200,10000,1652,16520000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8527,2002500,PEMA013114200,10000,1652,16520000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8532,2002600,PEMA033090200,8000,1653,13224000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8533,2002600,PEMA033090200,8000,1653,13224000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8542,2003500,PEMA013107000,10000,1662,16620000,2021-09-17,2021-09-20,PEMA-HR1500,2021-09
8543,2006606,PEMA013107000,10000,2121,21210000,2021-10-01,2021-10-04,PEMA-HR1500,2021-10
8544,2003500,PEMA013107000,10000,1662,16620000,2021-11-17,2021-11-20,PEMA-HR1500,2021-11
8550,2003600,PEMA023001400,10000,1663,16630000,2021-09-17,2021-09-20,PEMA-HR1500,2021-09
8551,2003600,PEMA023001400,10000,1663,16630000,2021-11-17,2021-11-20,PEMA-HR1500,2021-11
8564,2004100,PEMA033043200,7000,1668,11676000,2021-09-17,2021-09-20,PEMA-SR2000,2021-09
8565,2006400,PEMA033043200,7000,2047,14329000,2021-09-30,2021-10-02,PEMA-SR2000,2021-09
8566,2002900,PEMA033043200,7000,2437,17059000,2021-10-13,2021-10-16,PEMA-SR2000,2021-10
8567,2004100,PEMA033043200,7000,1668,11676000,2021-11-17,2021-11-20,PEMA-SR2000,2021-11
8568,2006400,PEMA033043200,7000,2047,14329000,2021-11-30,2021-12-02,PEMA-SR2000,2021-11
8586,2004104,PEMA053041502,7000,1669,11683000,2021-09-17,2021-09-20,PEMA-SR2000,2021-09
8587,2001102,PEMA053041502,7000,2136,14952000,2021-10-01,2021-10-04,PEMA-SR2000,2021-10
8588,2005800,PEMA053041502,6000,2396,14376000,2021-10-12,2021-10-15,PEMA-SR2000,2021-10
8589,2007302,PEMA053041502,6000,2713,16278000,2021-10-21,2021-10-24,PEMA-SR2000,2021-10
8590,2004104,PEMA053041502,7000,1669,11683000,2021-11-17,2021-11-20,PEMA-SR2000,2021-11
8600,2004200,PEMA013132700,5000,1670,8350000,2021-09-17,2021-09-20,PEMA-SR2000,2021-09
8601,2004200,PEMA013132700,5000,1670,8350000,2021-11-17,2021-11-20,PEMA-SR2000,2021-11
8606,2004600,PEMA023043210,7000,1674,11718000,2021-09-18,2021-09-21,CSA4000,2021-09
8607,2004600,PEMA023043210,7000,1674,11718000,2021-11-18,2021-11-21,CSA4000,2021-11
8612,2005100,PEMA023112800,10000,1679,16790000,2021-09-18,2021-09-21,CSA5000,2021-09
8613,2005100,PEMA023112800,10000,1679,16790000,2021-11-18,2021-11-21,CSA5000,2021-11
8622,2005200,PEMA013103801,10000,1680,16800000,2021-09-18,2021-09-21,CSA5000,2021-09
8623,2006609,PEMA013103801,10000,2406,24060000,2021-10-13,2021-10-16,CSA5000,2021-10
8624,2005200,PEMA013103801,10000,1680,16800000,2021-11-18,2021-11-21,CSA5000,2021-11
8638,2005500,PEMA013055600,10000,1683,16830000,2021-09-17,2021-09-20,PEMA-HR1000,2021-09
8639,2007000,PEMA013055600,3000,1985,5955000,2021-09-28,2021-09-30,PEMA-HR1000,2021-09
8640,2005100,PEMA013055600,10000,2602,26020000,2021-10-18,2021-10-21,PEMA-HR1000,2021-10
8641,2005500,PEMA013055600,10000,1683,16830000,2021-11-17,2021-11-20,PEMA-HR1000,2021-11
8642,2007000,PEMA013055600,3000,1985,5955000,2021-11-28,2021-11-30,PEMA-HR1000,2021-11
8656,2005800,PEMA023083500,10000,1686,16860000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8657,2002200,PEMA023083500,10000,2146,21460000,2021-10-02,2021-10-05,PEMA-HR1000,2021-10
8658,2006300,PEMA023083500,10000,2614,26140000,2021-10-19,2021-10-22,PEMA-HR1000,2021-10
8659,2005800,PEMA023083500,10000,1686,16860000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8667,2006000,PEMA013035306,7000,1688,11816000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8668,2006000,PEMA013035306,7000,1688,11816000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8677,2006100,PEMA013084200,10000,1689,16890000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8678,2001800,PEMA013084200,10000,2285,22850000,2021-10-07,2021-10-10,PEMA-HR1000,2021-10
8679,2006100,PEMA013084200,10000,1689,16890000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8685,2006200,PEMA013126600,8000,1690,13520000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8686,2006200,PEMA013126600,8000,1690,13520000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8691,2006300,PEMA013047900,10000,1691,16910000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8692,2006300,PEMA013047900,10000,1691,16910000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8697,2006500,PEMA013050401,7000,1693,11851000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8698,2006500,PEMA013050401,7000,1693,11851000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8711,2006600,PEMA013052401,6000,1694,10164000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8712,2006300,PEMA013052401,2000,2472,4944000,2021-10-14,2021-10-17,PEMA-HR1000,2021-10
8713,2006400,PEMA013052401,4000,2473,9892000,2021-10-14,2021-10-17,PEMA-HR1000,2021-10
8714,2006600,PEMA013052401,6000,1694,10164000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8723,2006609,PEMA023039502,5000,1696,8480000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8724,2006609,PEMA023039502,5000,1696,8480000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8729,2006700,PEMA013117800,7000,1698,11886000,2021-09-18,2021-09-21,PEMA-HR1000,2021-09
8730,2006700,PEMA013117800,7000,1698,11886000,2021-11-18,2021-11-21,PEMA-HR1000,2021-11
8738,2006800,PEMA343022500,10000,1699,16990000,2021-09-18,2021-09-21,PEMA-HR1500,2021-09
8739,2004100,PEMA343022500,10000,2662,26620000,2021-10-20,2021-10-23,PEMA-HR1500,2021-10
8740,2006800,PEMA343022500,10000,1699,16990000,2021-11-18,2021-11-21,PEMA-HR1500,2021-11
8755,2006900,PEMA353022500,10000,1700,17000000,2021-09-18,2021-09-21,PEMA-HR1500,2021-09
8756,2006600,PEMA353022500,10000,2120,21200000,2021-10-01,2021-10-04,PEMA-HR1500,2021-10
8757,2006600,PEMA353022500,10000,2475,24750000,2021-10-14,2021-10-17,PEMA-HR1500,2021-10
8758,2006900,PEMA353022500,10000,1700,17000000,2021-11-18,2021-11-21,PEMA-HR1500,2021-11
8770,2007000,PEMA013033510,15000,1701,25515000,2021-09-17,2021-09-20,PEMA-PR1000,2021-09
8771,2001500,PEMA013033510,15000,2424,36360000,2021-10-13,2021-10-16,PEMA-PR1000,2021-10
