,거래처코드,제품코드,수주량,수주단가,수주금액,수주일자,납기일자,제품명,수주월
1829,2002300,PEMA013099140,10000,1437,14370000,2020-01-20,2020-01-23,PEMA-HR1000,2020-01
1830,2001300,PEMA013099140,10000,2067,20670000,2020-02-07,2020-02-10,PEMA-HR1000,2020-02
1831,2006100,PEMA013099140,3000,1050,3150000,2020-02-22,2020-02-25,PEMA-HR1000,2020-02
1832,2006200,PEMA013099140,7000,1051,7357000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
1851,2006300,PEMA033088300,10000,1052,10520000,2020-01-01,2020-01-04,PEMA-HR1000,2020-01
1858,2002500,PEMA033088300,7000,1510,10570000,2020-01-22,2020-01-25,PEMA-HR1000,2020-01
1859,2002600,PEMA033088300,5000,1511,7555000,2020-01-22,2020-01-25,PEMA-HR1000,2020-01
1860,2001102,PEMA033088300,7000,1568,10976000,2020-01-25,2020-01-28,PEMA-HR1000,2020-01
1863,2004104,PEMA033088300,7000,1811,12677000,2020-02-02,2020-02-05,PEMA-HR1000,2020-02
1864,2001500,PEMA033088300,7000,1927,13489000,2020-02-05,2020-02-07,PEMA-HR1000,2020-02
1865,2001600,PEMA033088300,10000,1928,19280000,2020-02-05,2020-02-07,PEMA-HR1000,2020-02
1866,2005100,PEMA033088300,7000,2034,14238000,2020-02-07,2020-02-09,PEMA-HR1000,2020-02
1867,2001700,PEMA033088300,7000,2213,15491000,2020-02-12,2020-02-15,PEMA-HR1000,2020-02
1868,2001800,PEMA033088300,5000,2214,11070000,2020-02-12,2020-02-15,PEMA-HR1000,2020-02
1872,2005200,PEMA033088300,7000,2461,17227000,2020-02-21,2020-02-24,PEMA-HR1000,2020-02
1873,2005300,PEMA033088300,5000,2462,12310000,2020-02-21,2020-02-24,PEMA-HR1000,2020-02
1874,2006300,PEMA033088300,10000,1052,10520000,2020-02-22,2020-02-25,PEMA-HR1000,2020-02
1875,2006900,PEMA033088300,5000,1132,5660000,2020-02-25,2020-02-28,PEMA-HR1000,2020-02
1876,2007000,PEMA033088300,7000,1133,7931000,2020-02-25,2020-02-28,PEMA-HR1000,2020-02
1994,2001700,PEMA033088300,7000,2213,15491000,2020-12-05,2020-12-08,PEMA-HR1000,2020-12
1995,2001800,PEMA033088300,5000,2214,11070000,2020-12-05,2020-12-08,PEMA-HR1000,2020-12
2001,2005900,PEMA033088300,7000,2610,18270000,2020-12-19,2020-12-22,PEMA-HR1000,2020-12
2002,2006100,PEMA033088300,5000,2612,13060000,2020-12-19,2020-12-22,PEMA-HR1000,2020-12
2006,2005900,PEMA033088300,7000,2610,18270000,2020-12-29,2021-01-01,PEMA-HR1000,2020-12
2007,2006100,PEMA033088300,5000,2612,13060000,2020-12-29,2021-01-01,PEMA-HR1000,2020-12
2008,2007200,PEMA033088300,7000,2697,18879000,2020-12-31,2021-01-03,PEMA-HR1000,2020-12
2009,2006400,PEMA623022500,10000,1053,10530000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2011,2005400,PEMA623022500,10000,2108,21080000,2020-02-08,2020-02-11,PEMA-HR1000,2020-02
2013,2006400,PEMA623022500,10000,1053,10530000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2035,2005400,PEMA623022500,10000,2108,21080000,2020-12-01,2020-12-04,PEMA-HR1000,2020-12
2037,2006609,PEMA623022500,10000,2548,25480000,2020-12-16,2020-12-19,PEMA-HR1000,2020-12
2038,2006609,PEMA623022500,10000,2548,25480000,2020-12-26,2020-12-29,PEMA-HR1000,2020-12
2039,2006500,PEMA043101200,10000,1054,10540000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2040,2007302,PEMA043101200,10000,1207,12070000,2020-01-11,2020-01-14,PEMA-HR1000,2020-01
2041,2005300,PEMA043101200,10000,1397,13970000,2020-01-19,2020-01-22,PEMA-HR1000,2020-01
2042,2007302,PEMA043101200,10000,1562,15620000,2020-01-25,2020-01-28,PEMA-HR1000,2020-01
2043,2004700,PEMA043101200,10000,1817,18170000,2020-02-02,2020-02-05,PEMA-HR1000,2020-02
2044,2001102,PEMA043101200,10000,1994,19940000,2020-02-07,2020-02-08,PEMA-HR1000,2020-02
2045,2004300,PEMA043101200,10000,2168,21680000,2020-02-11,2020-02-14,PEMA-HR1000,2020-02
2046,2006500,PEMA043101200,10000,1054,10540000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2084,2004300,PEMA043101200,10000,2168,21680000,2020-12-04,2020-12-07,PEMA-HR1000,2020-12
2085,2006612,PEMA043101200,10000,2549,25490000,2020-12-16,2020-12-19,PEMA-HR1000,2020-12
2086,2006612,PEMA043101200,10000,2549,25490000,2020-12-26,2020-12-29,PEMA-HR1000,2020-12
2087,2006600,PEMA013125010,5000,1055,5275000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2089,2004600,PEMA013125010,5000,2100,10500000,2020-02-08,2020-02-11,PEMA-HR1000,2020-02
2090,2004901,PEMA013125010,5000,2316,11580000,2020-02-15,2020-02-18,PEMA-HR1000,2020-02
2091,2006600,PEMA013125010,5000,1055,5275000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2113,2004600,PEMA013125010,5000,2100,10500000,2020-12-01,2020-12-04,PEMA-HR1000,2020-12
2114,2004901,PEMA013125010,5000,2316,11580000,2020-12-08,2020-12-11,PEMA-HR1000,2020-12
2115,2002100,PEMA013125010,5000,2571,12855000,2020-12-18,2020-12-21,PEMA-HR1000,2020-12
2116,2002100,PEMA013125010,5000,2571,12855000,2020-12-28,2020-12-31,PEMA-HR1000,2020-12
2117,2006606,PEMA153001100,5000,1056,5280000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2119,2006606,PEMA153001100,5000,1056,5280000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2129,2006612,PEMA013017400,5000,1058,5290000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2130,2005300,PEMA013017400,5000,1894,9470000,2020-02-04,2020-02-07,PEMA-HR1000,2020-02
2131,2006612,PEMA013017400,5000,1058,5290000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2141,2006700,PEMA013005900,10000,1059,10590000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2142,2006700,PEMA013005900,10000,1059,10590000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2147,2006800,PEMA013072100,8000,1060,8480000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2148,2006900,PEMA013072100,8000,1203,9624000,2020-01-11,2020-01-14,PEMA-HR1000,2020-01
2152,2003900,PEMA013072100,8000,1737,13896000,2020-01-31,2020-02-03,PEMA-HR1000,2020-01
2153,2003500,PEMA013072100,8000,1946,15568000,2020-02-07,2020-02-07,PEMA-HR1000,2020-02
2154,2004500,PEMA013072100,8000,2170,17360000,2020-02-11,2020-02-14,PEMA-HR1000,2020-02
2155,2006800,PEMA013072100,8000,1060,8480000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2194,2004500,PEMA013072100,8000,2170,17360000,2020-12-04,2020-12-07,PEMA-HR1000,2020-12
2195,2006900,PEMA013089230,10000,1061,10610000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2197,2004600,PEMA013089230,10000,2384,23840000,2020-02-19,2020-02-22,PEMA-HR1000,2020-02
2198,2006900,PEMA013089230,10000,1061,10610000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2216,2004600,PEMA013089230,10000,2384,23840000,2020-12-12,2020-12-15,PEMA-HR1000,2020-12
2218,2004600,PEMA013089230,10000,2384,23840000,2020-12-22,2020-12-25,PEMA-HR1000,2020-12
2219,2006600,PEMA013089230,10000,2688,26880000,2020-12-31,2021-01-03,PEMA-HR1000,2020-12
2220,2007000,PEMA023061900,8000,1062,8496000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2222,2007000,PEMA023061900,8000,1062,8496000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2232,2007100,PEMA033041500,10000,1063,10630000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2233,2004104,PEMA033041500,10000,1172,11720000,2020-01-05,2020-01-11,PEMA-HR1000,2020-01
2234,2002900,PEMA033041500,10000,1230,12300000,2020-01-12,2020-01-15,PEMA-HR1000,2020-01
2235,2005500,PEMA033041500,10000,1328,13280000,2020-01-17,2020-01-20,PEMA-HR1000,2020-01
2236,2002300,PEMA033041500,10000,1508,15080000,2020-01-22,2020-01-25,PEMA-HR1000,2020-01
2237,2004600,PEMA033041500,10000,1603,16030000,2020-01-26,2020-01-29,PEMA-HR1000,2020-01
2239,2006600,PEMA033041500,10000,1907,19070000,2020-02-04,2020-02-07,PEMA-HR1000,2020-02
2240,2002100,PEMA033041500,10000,1932,19320000,2020-02-05,2020-02-07,PEMA-HR1000,2020-02
2241,2005300,PEMA033041500,10000,2107,21070000,2020-02-08,2020-02-11,PEMA-HR1000,2020-02
2242,2005400,PEMA033041500,10000,2250,22500000,2020-02-13,2020-02-16,PEMA-HR1000,2020-02
2243,2007100,PEMA033041500,10000,1063,10630000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2244,2004104,PEMA033041500,10000,1172,11720000,2020-02-26,2020-03-01,PEMA-HR1000,2020-02
2308,2005300,PEMA033041500,10000,2107,21070000,2020-12-01,2020-12-04,PEMA-HR1000,2020-12
2309,2005400,PEMA033041500,10000,2250,22500000,2020-12-06,2020-12-09,PEMA-HR1000,2020-12
2310,2006200,PEMA033041500,10000,2542,25420000,2020-12-15,2020-12-18,PEMA-HR1000,2020-12
2311,2006300,PEMA033041500,10000,2543,25430000,2020-12-15,2020-12-18,PEMA-HR1000,2020-12
2313,2006200,PEMA033041500,10000,2542,25420000,2020-12-25,2020-12-28,PEMA-HR1000,2020-12
2314,2006300,PEMA033041500,10000,2543,25430000,2020-12-25,2020-12-28,PEMA-HR1000,2020-12
2315,2006700,PEMA033041500,10000,2692,26920000,2020-12-31,2021-01-03,PEMA-HR1000,2020-12
2316,2007200,PEMA043001100,10000,1064,10640000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2317,2007400,PEMA043001100,3000,1208,3624000,2020-01-11,2020-01-14,PEMA-HR1000,2020-01
2318,2007200,PEMA043001100,10000,1561,15610000,2020-01-25,2020-01-28,PEMA-HR1000,2020-01
2319,2007200,PEMA043001100,10000,1064,10640000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2334,2007302,PEMA213048300,8000,1065,8520000,2020-01-02,2020-01-05,PEMA-HR1000,2020-01
2336,2004700,PEMA213048300,8000,2243,17944000,2020-02-13,2020-02-16,PEMA-HR1000,2020-02
2337,2007302,PEMA213048300,8000,1065,8520000,2020-02-23,2020-02-26,PEMA-HR1000,2020-02
2351,2004700,PEMA213048300,8000,2243,17944000,2020-12-06,2020-12-09,PEMA-HR1000,2020-12
2352,2007400,PEMA023022400,10000,1066,10660000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2354,2007400,PEMA023022400,10000,1066,10660000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2364,2007500,PEMA053031200,10000,1067,10670000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2365,2001300,PEMA053031200,10000,1570,15700000,2020-01-25,2020-01-28,PEMA-HR1500,2020-01
2366,2006400,PEMA053031200,10000,2118,21180000,2020-02-08,2020-02-11,PEMA-HR1500,2020-02
2367,2007500,PEMA053031200,10000,1067,10670000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2385,2006400,PEMA053031200,10000,2118,21180000,2020-12-01,2020-12-04,PEMA-HR1500,2020-12
2386,2003800,PEMA053031200,10000,2517,25170000,2020-12-15,2020-12-18,PEMA-HR1500,2020-12
2387,2003800,PEMA053031200,10000,2517,25170000,2020-12-25,2020-12-28,PEMA-HR1500,2020-12
2388,2007600,PEMA033002600,4000,1068,4272000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2389,2002600,PEMA033002600,5000,1298,6490000,2020-01-14,2020-01-17,PEMA-HR1500,2020-01
2390,2002200,PEMA033002600,5000,2217,11085000,2020-02-12,2020-02-15,PEMA-HR1500,2020-02
2391,2007600,PEMA033002600,4000,1068,4272000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2409,2002200,PEMA033002600,5000,2217,11085000,2020-12-05,2020-12-08,PEMA-HR1500,2020-12
2410,2003900,PEMA033002600,5000,2518,12590000,2020-12-15,2020-12-18,PEMA-HR1500,2020-12
2411,2003900,PEMA033002600,5000,2518,12590000,2020-12-25,2020-12-28,PEMA-HR1500,2020-12
2412,2007700,PEMA043011800,10000,1069,10690000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2413,2002200,PEMA043011800,10000,1578,15780000,2020-01-25,2020-01-28,PEMA-HR1500,2020-01
2414,2007700,PEMA043011800,10000,1069,10690000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2424,2007800,PEMA063048100,2000,1070,2140000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2425,2001700,PEMA063048100,1000,1574,1574000,2020-01-25,2020-01-28,PEMA-HR1500,2020-01
2427,2007800,PEMA063048100,2000,1070,2140000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2446,2006612,PEMA063048100,2000,2620,5240000,2020-12-19,2020-12-22,PEMA-HR1500,2020-12
2447,2006612,PEMA063048100,2000,2620,5240000,2020-12-29,2021-01-01,PEMA-HR1500,2020-12
2448,2001102,PEMA013046101,4000,1071,4284000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2449,2001200,PEMA013046101,4000,1072,4288000,2020-01-02,2020-01-05,PEMA-HR1500,2020-01
2450,2005300,PEMA013046101,5000,2391,11955000,2020-02-19,2020-02-22,PEMA-HR1500,2020-02
2451,2005400,PEMA013046101,5000,2392,11960000,2020-02-19,2020-02-22,PEMA-HR1500,2020-02
2452,2001102,PEMA013046101,4000,1071,4284000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2453,2001200,PEMA013046101,4000,1072,4288000,2020-02-23,2020-02-26,PEMA-HR1500,2020-02
2470,2005300,PEMA013046101,5000,2391,11955000,2020-12-12,2020-12-15,PEMA-HR1500,2020-12
2471,2005400,PEMA013046101,5000,2392,11960000,2020-12-12,2020-12-15,PEMA-HR1500,2020-12
2472,2005300,PEMA013046101,5000,2391,11955000,2020-12-22,2020-12-25,PEMA-HR1500,2020-12
2473,2005400,PEMA013046101,5000,2392,11960000,2020-12-22,2020-12-25,PEMA-HR1500,2020-12
2474,2001300,TSN4012001214,10000,1073,10730000,2020-01-02,2020-01-05,PEMA-SN400,2020-01
2475,2001300,TSN4012001214,10000,1073,10730000,2020-02-23,2020-02-26,PEMA-SN400,2020-02
2480,2001400,TSN4012043602,10000,1074,10740000,2020-01-02,2020-01-05,PEMA-SN400,2020-01
2481,2007200,TSN4012043602,10000,2484,24840000,2020-02-21,2020-02-24,PEMA-SN400,2020-02
2482,2001400,TSN4012043602,10000,1074,10740000,2020-02-23,2020-02-26,PEMA-SN400,2020-02
2493,2001500,PEMA043091500,2000,1075,2150000,2020-01-02,2020-01-05,PEMA-SR2000,2020-01
2494,2001600,PEMA043091500,10000,1076,10760000,2020-01-02,2020-01-05,PEMA-SR2000,2020-01
2495,2001300,PEMA043091500,10000,1215,12150000,2020-01-11,2020-01-14,PEMA-SR2000,2020-01
2496,2003200,PEMA043091500,10000,2156,21560000,2020-02-09,2020-02-12,PEMA-SR2000,2020-02
2498,2001500,PEMA043091500,2000,1075,2150000,2020-02-23,2020-02-26,PEMA-SR2000,2020-02
2499,2001600,PEMA043091500,10000,1076,10760000,2020-02-23,2020-02-26,PEMA-SR2000,2020-02
2521,2003200,PEMA043091500,10000,2156,21560000,2020-12-02,2020-12-05,PEMA-SR2000,2020-12
2523,2001700,PEMA043046101,3000,1077,3231000,2020-01-02,2020-01-05,PEMA-SR2000,2020-01
2524,2001800,PEMA043046101,3000,1078,3234000,2020-01-02,2020-01-05,PEMA-SR2000,2020-01
2525,2003300,PEMA043046101,10000,1589,15890000,2020-01-25,2020-01-28,PEMA-SR2000,2020-01
2526,2002700,PEMA043046101,10000,1725,17250000,2020-01-29,2020-02-01,PEMA-SR2000,2020-01
2527,2001700,PEMA043046101,3000,1077,3231000,2020-02-23,2020-02-26,PEMA-SR2000,2020-02
2528,2001800,PEMA043046101,3000,1078,3234000,2020-02-23,2020-02-26,PEMA-SR2000,2020-02
2547,2002000,PEMA023117801,5000,1079,5395000,2020-01-02,2020-01-05,PEMA-SR2000A,2020-01
2548,2005100,PEMA023117801,5000,1466,7330000,2020-01-20,2020-01-23,PEMA-SR2000A,2020-01
2549,2002000,PEMA023117801,5000,1079,5395000,2020-02-23,2020-02-26,PEMA-SR2000A,2020-02
2559,2002100,PEMA013081906,3000,1080,3240000,2020-01-02,2020-01-05,PEMA-SR3000F,2020-01
2562,2002100,PEMA013081906,3000,1080,3240000,2020-02-23,2020-02-26,PEMA-SR3000F,2020-02
2577,2002200,PEMA023002600,5000,1081,5405000,2020-01-02,2020-01-05,PEMA-SR3000F,2020-01
2578,2002800,PEMA023002600,5000,1726,8630000,2020-01-29,2020-02-01,PEMA-SR3000F,2020-01
2579,2002200,PEMA023002600,5000,1081,5405000,2020-02-23,2020-02-26,PEMA-SR3000F,2020-02
2589,2002300,PEMA033041501,5000,1082,5410000,2020-01-02,2020-01-05,PEMA-SR3000F,2020-01
2590,2001200,PEMA033041501,7000,1498,10486000,2020-01-21,2020-01-24,PEMA-SR3000F,2020-01
2592,2003100,PEMA033041501,3000,2013,6039000,2020-02-07,2020-02-08,PEMA-SR3000F,2020-02
2593,2002300,PEMA033041501,5000,1082,5410000,2020-02-23,2020-02-26,PEMA-SR3000F,2020-02
2617,2001200,PEMA033041501,5000,2634,13170000,2020-12-19,2020-12-22,PEMA-SR3000F,2020-12
2618,2001200,PEMA033041501,5000,2634,13170000,2020-12-29,2021-01-01,PEMA-SR3000F,2020-12
2619,2002600,PEMA033103000,15000,1085,16275000,2020-01-03,2020-01-06,PEMA-580FX,2020-01
2622,2005500,PEMA033103000,15000,1967,29505000,2020-02-07,2020-02-08,PEMA-580FX,2020-02
2623,2006700,PEMA033103000,15000,2195,32925000,2020-02-12,2020-02-15,PEMA-580FX,2020-02
2624,2002600,PEMA033103000,15000,1085,16275000,2020-02-24,2020-02-27,PEMA-580FX,2020-02
2652,2006700,PEMA033103000,15000,2195,32925000,2020-12-05,2020-12-08,PEMA-580FX,2020-12
2653,2003900,PEMA033103000,15000,2589,38835000,2020-12-19,2020-12-22,PEMA-580FX,2020-12
2654,2003900,PEMA033103000,15000,2589,38835000,2020-12-29,2021-01-01,PEMA-580FX,2020-12
2655,2002700,PEMA033030400,7000,1086,7602000,2020-01-03,2020-01-06,CSA4000,2020-01
2657,2003400,PEMA033030400,10000,2158,21580000,2020-02-11,2020-02-14,CSA4000,2020-02
2658,2003700,PEMA033030400,10000,2445,24450000,2020-02-21,2020-02-24,CSA4000,2020-02
2659,2002700,PEMA033030400,7000,1086,7602000,2020-02-24,2020-02-27,CSA4000,2020-02
2677,2003400,PEMA033030400,10000,2158,21580000,2020-12-04,2020-12-07,CSA4000,2020-12
2680,2002800,PEMA823048300,10000,1087,10870000,2020-01-03,2020-01-06,CSA5000,2020-01
2681,2001800,PEMA823048300,5000,2356,11780000,2020-02-18,2020-02-21,CSA5000,2020-02
2682,2002800,PEMA823048300,10000,1087,10870000,2020-02-24,2020-02-27,CSA5000,2020-02
2695,2001800,PEMA823048300,5000,2356,11780000,2020-12-11,2020-12-14,CSA5000,2020-12
2697,2006000,PEMA823048300,10000,2682,26820000,2020-12-31,2021-01-03,CSA5000,2020-12
2698,2002900,PEMA103048200,10000,1088,10880000,2020-01-03,2020-01-06,CSA5000,2020-01
2699,2003100,PEMA103048200,10000,1800,18000000,2020-02-02,2020-02-05,CSA5000,2020-02
2700,2002900,PEMA103048200,10000,1088,10880000,2020-02-24,2020-02-27,CSA5000,2020-02
2714,2004400,PEMA103048200,10000,2595,25950000,2020-12-19,2020-12-22,CSA5000,2020-12
2715,2004400,PEMA103048200,10000,2595,25950000,2020-12-29,2021-01-01,CSA5000,2020-12
2716,2003000,PEMA023091600,5000,1089,5445000,2020-01-03,2020-01-06,CSA5000,2020-01
2718,2006900,PEMA023091600,5000,2197,10985000,2020-02-12,2020-02-15,CSA5000,2020-02
2719,2003000,PEMA023091600,5000,1089,5445000,2020-02-24,2020-02-27,CSA5000,2020-02
2733,2006900,PEMA023091600,5000,2197,10985000,2020-12-05,2020-12-08,CSA5000,2020-12
2734,2003100,PEMA033035309,6000,1090,6540000,2020-01-03,2020-01-06,CSA5000,2020-01
2736,2004700,PEMA033035309,7000,1391,9737000,2020-01-19,2020-01-22,CSA5000,2020-01
2737,2006800,PEMA033035309,7000,1557,10899000,2020-01-25,2020-01-28,CSA5000,2020-01
2739,2006612,PEMA033035309,7000,1981,13867000,2020-02-07,2020-02-08,CSA5000,2020-02
2740,2004200,PEMA033035309,7000,2238,15666000,2020-02-13,2020-02-16,CSA5000,2020-02
2741,2003100,PEMA033035309,6000,1090,6540000,2020-02-24,2020-02-27,CSA5000,2020-02
2779,2004200,PEMA033035309,7000,2238,15666000,2020-12-06,2020-12-09,CSA5000,2020-12
2780,2005700,PEMA033035309,7000,2537,17759000,2020-12-15,2020-12-18,CSA5000,2020-12
2781,2005700,PEMA033035309,7000,2537,17759000,2020-12-25,2020-12-28,CSA5000,2020-12
2782,2003200,PEMA013013010,8000,1091,8728000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2783,2001400,PEMA013013010,10000,1287,12870000,2020-01-14,2020-01-17,PEMA-HR1000,2020-01
2784,2001500,PEMA013013010,10000,1643,16430000,2020-01-26,2020-01-29,PEMA-HR1000,2020-01
2785,2004800,PEMA013013010,10000,2102,21020000,2020-02-08,2020-02-11,PEMA-HR1000,2020-02
2787,2003200,PEMA013013010,8000,1091,8728000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2810,2004800,PEMA013013010,10000,2102,21020000,2020-12-01,2020-12-04,PEMA-HR1000,2020-12
2812,2003300,PEMA033079200,10000,1092,10920000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2813,2002800,PEMA033079200,10000,2365,23650000,2020-02-18,2020-02-21,PEMA-HR1000,2020-02
2814,2003300,PEMA033079200,10000,1092,10920000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2823,2002800,PEMA033079200,10000,2365,23650000,2020-12-11,2020-12-14,PEMA-HR1000,2020-12
2824,2003400,PEMA013060100,10000,1093,10930000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2825,2003600,PEMA013060100,10000,1095,10950000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2826,2006600,PEMA013060100,10000,1197,11970000,2020-01-11,2020-01-14,PEMA-HR1000,2020-01
2828,2004800,PEMA013060100,10000,1818,18180000,2020-02-02,2020-02-05,PEMA-HR1000,2020-02
2829,2006300,PEMA013060100,10000,1904,19040000,2020-02-04,2020-02-07,PEMA-HR1000,2020-02
2830,2001300,PEMA013060100,10000,1996,19960000,2020-02-07,2020-02-08,PEMA-HR1000,2020-02
2831,2004700,PEMA013060100,10000,2385,23850000,2020-02-19,2020-02-22,PEMA-HR1000,2020-02
2832,2003400,PEMA013060100,10000,1093,10930000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2833,2003600,PEMA013060100,10000,1095,10950000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2871,2004700,PEMA013060100,10000,2385,23850000,2020-12-12,2020-12-15,PEMA-HR1000,2020-12
2872,2004700,PEMA013060100,10000,2385,23850000,2020-12-22,2020-12-25,PEMA-HR1000,2020-12
2873,2003500,PEMA013122400,8000,1094,8752000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2874,2005900,PEMA013122400,8000,1332,10656000,2020-01-17,2020-01-20,PEMA-HR1000,2020-01
2875,2006000,PEMA013122400,8000,1333,10664000,2020-01-17,2020-01-20,PEMA-HR1000,2020-01
2876,2006100,PEMA013122400,5000,1334,6670000,2020-01-17,2020-01-20,PEMA-HR1000,2020-01
2878,2004200,PEMA013122400,8000,1741,13928000,2020-01-31,2020-02-03,PEMA-HR1000,2020-01
2879,2004300,PEMA013122400,8000,1742,13936000,2020-01-31,2020-02-03,PEMA-HR1000,2020-01
2880,2004400,PEMA013122400,8000,1743,13944000,2020-01-31,2020-02-03,PEMA-HR1000,2020-01
2881,2007302,PEMA013122400,8000,1988,15904000,2020-02-07,2020-02-08,PEMA-HR1000,2020-02
2882,2007400,PEMA013122400,8000,1989,15912000,2020-02-07,2020-02-08,PEMA-HR1000,2020-02
2883,2001600,PEMA013122400,8000,2212,17696000,2020-02-12,2020-02-15,PEMA-HR1000,2020-02
2885,2003500,PEMA013122400,8000,1094,8752000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2955,2001600,PEMA013122400,8000,2212,17696000,2020-12-05,2020-12-08,PEMA-HR1000,2020-12
2957,2002700,PEMA013122400,8000,2577,20616000,2020-12-18,2020-12-21,PEMA-HR1000,2020-12
2958,2002800,PEMA013122400,8000,2578,20624000,2020-12-18,2020-12-21,PEMA-HR1000,2020-12
2960,2002700,PEMA013122400,8000,2577,20616000,2020-12-28,2020-12-31,PEMA-HR1000,2020-12
2961,2002800,PEMA013122400,8000,2578,20624000,2020-12-28,2020-12-31,PEMA-HR1000,2020-12
2962,2007302,PEMA013122400,8000,2698,21584000,2020-12-31,2021-01-03,PEMA-HR1000,2020-12
2963,2003700,PEMA013023016,5000,1096,5480000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2964,2003700,PEMA013023016,5000,1096,5480000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
2969,2003800,PEMA013118500,10000,1097,10970000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
2970,2006500,PEMA013118500,10000,1480,14800000,2020-01-21,2020-01-24,PEMA-HR1000,2020-01
2971,2004100,PEMA013118500,10000,1810,18100000,2020-02-02,2020-02-05,PEMA-HR1000,2020-02
2972,2004300,PEMA013118500,10000,2026,20260000,2020-02-07,2020-02-09,PEMA-HR1000,2020-02
2973,2004600,PEMA013118500,10000,2242,22420000,2020-02-13,2020-02-16,PEMA-HR1000,2020-02
2974,2004800,PEMA013118500,10000,2457,24570000,2020-02-21,2020-02-24,PEMA-HR1000,2020-02
2975,2003800,PEMA013118500,10000,1097,10970000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
3003,2004600,PEMA013118500,10000,2242,22420000,2020-12-06,2020-12-09,PEMA-HR1000,2020-12
3006,2003900,PEMA013059605,10000,1098,10980000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
3007,2003900,PEMA013059605,10000,1098,10980000,2020-02-24,2020-02-27,PEMA-HR1000,2020-02
3012,2004000,PEMA013068400,5000,1099,5495000,2020-01-03,2020-01-06,PEMA-HR1000,2020-01
3013,2007200,PEMA013068400,5000,2058,10290000,2020-02-07,2020-02-09,PEMA-HR1000,2020-02
